style,is_ai_generated,source,path,ai_likeness_percent,originality_score,dominant_aesthetic,cv_region_count,cv_largest_region_area_ratio,cv_subject_centroid_x,cv_subject_centroid_y,cv_rule_of_thirds_offset,cv_symmetry_score,cv_symmetry_score_fuzzy_global,cv_edge_density,cv_negative_space_ratio
ukiyo-e,True,AI_SD_ukiyo-e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_ukiyo-e/9-98879663-45773.jpg,33.4,66.6,original-aesthetic,15,0.1581,0.6142,0.519,0.1567,0.7927,0.6342,0.1071,0.5842
ukiyo_e,False,ukiyo_e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/ukiyo_e/eishosai-choki_146.jpg,2.0,98.0,original-aesthetic,25,0.1938,0.4902,0.5494,0.1959,0.7798,0.5501,0.2549,0.3137
ukiyo-e,True,AI_SD_ukiyo-e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_ukiyo-e/9-976392339-329516.jpg,4.3,95.7,original-aesthetic,14,0.279,0.5174,0.609,0.16,0.7577,0.4999,0.1532,0.4155
ukiyo-e,True,AI_SD_ukiyo-e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_ukiyo-e/9-989476506-362407.jpg,12.2,87.8,original-aesthetic,16,0.0461,0.5175,0.5662,0.1798,0.7802,0.5505,0.1676,0.813
ukiyo_e,False,ukiyo_e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/ukiyo_e/chokosai-eisho_17.jpg,1.8,98.2,original-aesthetic,8,0.2574,0.5909,0.3673,0.083,0.7229,0.6556,0.1001,0.4839
ukiyo_e,False,ukiyo_e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/ukiyo_e/chokosai-eisho_14.jpg,0.7,99.3,original-aesthetic,16,0.08,0.4831,0.4194,0.1727,0.8617,0.7371,0.1416,0.7811
ukiyo-e,True,AI_SD_ukiyo-e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_ukiyo-e/9-992945247-239008.jpg,10.0,90.0,original-aesthetic,18,0.4629,0.5249,0.5438,0.1876,0.7815,0.5513,0.2135,0.2586
ukiyo_e,False,ukiyo_e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/ukiyo_e/gigado-ashiyuki_132.jpg,2.2,97.8,original-aesthetic,18,0.0822,0.4032,0.5667,0.122,0.8613,0.7686,0.0848,0.694
ukiyo_e,False,ukiyo_e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/ukiyo_e/eishosai-choki_203.jpg,1.6,98.4,original-aesthetic,22,0.3528,0.4856,0.4703,0.2048,0.8106,0.6223,0.2188,0.3889
ukiyo-e,True,AI_SD_ukiyo-e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_ukiyo-e/9-986424499-712469.jpg,20.4,79.6,original-aesthetic,24,0.1137,0.536,0.4505,0.1755,0.7871,0.5845,0.1334,0.6549
ukiyo_e,False,ukiyo_e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/ukiyo_e/adachi-ginko_142.jpg,1.1,98.9,original-aesthetic,11,0.1014,0.7416,0.3227,0.0757,0.7987,0.6489,0.1385,0.8672
ukiyo-e,True,AI_SD_ukiyo-e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_ukiyo-e/9-988110594-203238.jpg,6.5,93.5,original-aesthetic,22,0.1836,0.4332,0.5558,0.1492,0.8095,0.5851,0.1863,0.6455
ukiyo-e,True,AI_SD_ukiyo-e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_ukiyo-e/9-984704253-587348.jpg,3.6,96.4,original-aesthetic,23,0.1897,0.5839,0.483,0.171,0.7516,0.5376,0.1347,0.3915
ukiyo-e,True,AI_SD_ukiyo-e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_ukiyo-e/9-96909893-847993.jpg,5.8,94.2,original-aesthetic,25,0.0616,0.4992,0.488,0.2268,0.7748,0.5495,0.1183,0.7441
ukiyo_e,False,ukiyo_e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/ukiyo_e/eishosai-choki_72.jpg,2.1,97.9,original-aesthetic,22,0.1385,0.6097,0.6561,0.0579,0.8668,0.7044,0.2009,0.6094
ukiyo-e,True,AI_SD_ukiyo-e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_ukiyo-e/9-997990779-678827.jpg,7.1,92.9,original-aesthetic,11,0.1042,0.6924,0.5679,0.102,0.8253,0.7251,0.1111,0.7332
ukiyo-e,True,AI_SD_ukiyo-e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_ukiyo-e/9-995446556-948126.jpg,6.3,93.7,original-aesthetic,32,0.1838,0.3515,0.4767,0.1445,0.752,0.5073,0.1373,0.4722
ukiyo_e,False,ukiyo_e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/ukiyo_e/eishosai-choki_103.jpg,0.9,99.1,original-aesthetic,19,0.3576,0.543,0.5589,0.1641,0.791,0.5496,0.2043,0.2111
ukiyo_e,False,ukiyo_e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/ukiyo_e/adachi-ginko_230.jpg,4.1,95.9,original-aesthetic,2,0.0903,0.8671,0.17,0.2586,0.8057,0.6709,0.1762,0.9097
ukiyo_e,False,ukiyo_e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/ukiyo_e/chokosai-eisho_69.jpg,0.3,99.7,original-aesthetic,14,0.1727,0.6036,0.3305,0.0631,0.824,0.7815,0.0954,0.6111
ukiyo-e,True,AI_SD_ukiyo-e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_ukiyo-e/9-9799963-702920.jpg,18.1,81.9,original-aesthetic,16,0.6792,0.4423,0.5617,0.1513,0.7394,0.4625,0.1501,0.0081
ukiyo_e,False,ukiyo_e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/ukiyo_e/chokosai-eisho_80.jpg,1.0,99.0,original-aesthetic,22,0.1754,0.4372,0.612,0.1173,0.7815,0.6277,0.1779,0.6059
ukiyo-e,True,AI_SD_ukiyo-e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_ukiyo-e/9-997990779-667398.jpg,8.3,91.7,original-aesthetic,12,0.1713,0.6308,0.3597,0.0445,0.7477,0.6728,0.0822,0.5281
ukiyo-e,True,AI_SD_ukiyo-e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_ukiyo-e/9-991742213-546198.jpg,4.1,95.9,original-aesthetic,8,0.1008,0.3926,0.3246,0.0599,0.7942,0.5854,0.0915,0.7283
ukiyo_e,False,ukiyo_e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/ukiyo_e/eishosai-choki_51.jpg,2.4,97.6,original-aesthetic,17,0.6875,0.4838,0.4051,0.1667,0.8453,0.6729,0.1802,0.2067
ukiyo-e,True,AI_SD_ukiyo-e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_ukiyo-e/9-996108416-391441.jpg,6.1,93.9,original-aesthetic,16,0.0945,0.5517,0.4185,0.143,0.736,0.5445,0.1893,0.6339
ukiyo_e,False,ukiyo_e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/ukiyo_e/eishosai-choki_85.jpg,1.9,98.1,original-aesthetic,10,0.15,0.3038,0.6482,0.0349,0.7782,0.7083,0.0674,0.6357
ukiyo-e,True,AI_SD_ukiyo-e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_ukiyo-e/9-98879663-216703.jpg,13.5,86.5,original-aesthetic,11,0.1524,0.6629,0.5885,0.0783,0.7802,0.5815,0.1074,0.6542
ukiyo-e,True,AI_SD_ukiyo-e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_ukiyo-e/9-999769387-623377.jpg,19.5,80.5,original-aesthetic,17,0.291,0.5587,0.6496,0.1093,0.6897,0.4976,0.1409,0.4434
ukiyo_e,False,ukiyo_e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/ukiyo_e/eishosai-choki_27.jpg,0.9,99.1,original-aesthetic,30,0.1141,0.4094,0.4746,0.1605,0.8824,0.7561,0.1848,0.5297
ukiyo_e,False,ukiyo_e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/ukiyo_e/gigado-ashiyuki_1.jpg,1.3,98.7,original-aesthetic,12,0.1705,0.4544,0.5839,0.1466,0.8008,0.6214,0.1589,0.4659
ukiyo_e,False,ukiyo_e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/ukiyo_e/chokosai-eisho_21.jpg,1.3,98.7,original-aesthetic,20,0.1221,0.4293,0.4578,0.1572,0.8724,0.7788,0.1568,0.7214
ukiyo_e,False,ukiyo_e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/ukiyo_e/chokosai-eisho_78.jpg,1.3,98.7,original-aesthetic,22,0.2197,0.5827,0.5393,0.1525,0.8244,0.7275,0.1281,0.5281
ukiyo_e,False,ukiyo_e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/ukiyo_e/eishosai-choki_55.jpg,2.0,98.0,original-aesthetic,16,0.2578,0.4776,0.5538,0.1832,0.8052,0.6163,0.2175,0.52
ukiyo_e,False,ukiyo_e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/ukiyo_e/chokosai-eisho_28.jpg,1.2,98.8,original-aesthetic,6,0.1085,0.4845,0.6586,0.1513,0.9467,0.919,0.0459,0.7814
ukiyo_e,False,ukiyo_e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/ukiyo_e/chokosai-eisho_2.jpg,2.2,97.8,original-aesthetic,14,0.1025,0.5767,0.3549,0.0925,0.8193,0.6374,0.2109,0.7029
ukiyo-e,True,AI_SD_ukiyo-e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_ukiyo-e/9-989983393-599270.jpg,4.9,95.1,original-aesthetic,24,0.2492,0.4975,0.4431,0.1975,0.7476,0.4871,0.1448,0.3696
ukiyo_e,False,ukiyo_e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/ukiyo_e/eishosai-choki_182.jpg,1.7,98.3,original-aesthetic,9,0.2388,0.4309,0.3362,0.0976,0.8393,0.7259,0.1024,0.5778
ukiyo-e,True,AI_SD_ukiyo-e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_ukiyo-e/9-978800500-314289.jpg,4.3,95.7,original-aesthetic,18,0.2101,0.4848,0.5494,0.1915,0.7934,0.5797,0.1884,0.3625
ukiyo-e,True,AI_SD_ukiyo-e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_ukiyo-e/9-971332236-379853.jpg,6.3,93.7,original-aesthetic,12,0.3674,0.4551,0.363,0.1253,0.7367,0.53,0.1621,0.3541
ukiyo_e,False,ukiyo_e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/ukiyo_e/chokosai-eisho_59.jpg,2.6,97.4,original-aesthetic,21,0.1909,0.5391,0.4444,0.1692,0.8189,0.6509,0.1847,0.5653
ukiyo_e,False,ukiyo_e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/ukiyo_e/chokosai-eisho_42.jpg,1.5,98.5,original-aesthetic,9,0.5117,0.5297,0.5445,0.1835,0.7857,0.6554,0.1473,0.2404
ukiyo_e,False,ukiyo_e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/ukiyo_e/adachi-ginko_301.jpg,0.2,99.8,original-aesthetic,20,0.4359,0.4943,0.5026,0.2299,0.7983,0.5716,0.1402,0.2703
ukiyo_e,False,ukiyo_e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/ukiyo_e/eishosai-choki_65.jpg,0.4,99.6,original-aesthetic,22,0.293,0.4395,0.3821,0.1169,0.7763,0.5775,0.1234,0.5552
ukiyo-e,True,AI_SD_ukiyo-e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_ukiyo-e/9-99499576-261233.jpg,9.2,90.8,original-aesthetic,27,0.1866,0.5861,0.5187,0.1685,0.7588,0.4893,0.1407,0.4199
ukiyo_e,False,ukiyo_e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/ukiyo_e/eishosai-choki_199.jpg,0.9,99.1,original-aesthetic,20,0.1203,0.5625,0.5285,0.1731,0.8529,0.6889,0.1539,0.6671
ukiyo_e,False,ukiyo_e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/ukiyo_e/gigado-ashiyuki_134.jpg,2.8,97.2,original-aesthetic,21,0.2486,0.4548,0.5311,0.1821,0.8022,0.5826,0.1768,0.4955
ukiyo_e,False,ukiyo_e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/ukiyo_e/eishosai-choki_64.jpg,0.6,99.4,original-aesthetic,23,0.487,0.5097,0.4874,0.2199,0.8335,0.6131,0.2325,0.3112
ukiyo_e,False,ukiyo_e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/ukiyo_e/chokosai-eisho_63.jpg,1.7,98.3,original-aesthetic,20,0.3862,0.3977,0.5266,0.1542,0.7691,0.5746,0.1773,0.423
ukiyo-e,True,AI_SD_ukiyo-e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_ukiyo-e/9-948923629-964616.jpg,3.3,96.7,original-aesthetic,9,0.3105,0.3979,0.55,0.1334,0.827,0.6377,0.1718,0.3967
ukiyo-e,True,AI_SD_ukiyo-e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_ukiyo-e/9-983925067-464452.jpg,8.7,91.3,original-aesthetic,12,0.5445,0.3736,0.5521,0.1214,0.7631,0.622,0.1298,0.3506
ukiyo_e,False,ukiyo_e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/ukiyo_e/chokosai-eisho_89.jpg,0.8,99.2,original-aesthetic,6,0.3279,0.504,0.363,0.1653,0.8303,0.7423,0.0626,0.3922
ukiyo-e,True,AI_SD_ukiyo-e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_ukiyo-e/9-998834727-514002.jpg,4.7,95.3,original-aesthetic,33,0.1616,0.5278,0.4446,0.1779,0.7804,0.5453,0.1783,0.1964
ukiyo_e,False,ukiyo_e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/ukiyo_e/adachi-ginko_385.jpg,5.4,94.6,original-aesthetic,22,0.3582,0.5282,0.4158,0.1612,0.8177,0.5784,0.2254,0.3439
ukiyo_e,False,ukiyo_e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/ukiyo_e/adachi-ginko_39.jpg,2.6,97.4,original-aesthetic,16,0.0846,0.5431,0.5721,0.1556,0.8777,0.772,0.1469,0.7702
ukiyo_e,False,ukiyo_e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/ukiyo_e/adachi-ginko_326.jpg,4.0,96.0,original-aesthetic,24,0.3407,0.5139,0.3744,0.1582,0.8442,0.63,0.2525,0.3428
ukiyo_e,False,ukiyo_e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/ukiyo_e/eishosai-choki_29.jpg,1.3,98.7,original-aesthetic,22,0.1583,0.4186,0.5604,0.1362,0.8117,0.6883,0.2014,0.578
ukiyo_e,False,ukiyo_e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/ukiyo_e/eishosai-choki_197.jpg,2.3,97.7,original-aesthetic,19,0.2941,0.5061,0.6076,0.1711,0.8525,0.7192,0.193,0.5136
ukiyo-e,True,AI_SD_ukiyo-e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_ukiyo-e/9-975453200-795775.jpg,15.0,85.0,original-aesthetic,13,0.3086,0.5582,0.5402,0.1666,0.7241,0.5019,0.2023,0.2842
ukiyo_e,False,ukiyo_e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/ukiyo_e/adachi-ginko_274.jpg,1.3,98.7,original-aesthetic,13,0.1953,0.561,0.3694,0.1117,0.7502,0.5698,0.2029,0.5426
ukiyo-e,True,AI_SD_ukiyo-e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_ukiyo-e/9-984680894-615775.jpg,8.6,91.4,original-aesthetic,12,0.3856,0.5512,0.3922,0.1296,0.7736,0.553,0.1327,0.5391
ukiyo-e,True,AI_SD_ukiyo-e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_ukiyo-e/9-939596049-388997.jpg,13.8,86.2,original-aesthetic,13,0.1526,0.6691,0.5952,0.0715,0.7709,0.5551,0.1625,0.6586
ukiyo_e,False,ukiyo_e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/ukiyo_e/gigado-ashiyuki_142.jpg,0.5,99.5,original-aesthetic,19,0.1377,0.4727,0.3516,0.1405,0.8624,0.7212,0.1491,0.7402
ukiyo_e,False,ukiyo_e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/ukiyo_e/chokosai-eisho_13.jpg,0.9,99.1,original-aesthetic,26,0.2289,0.5459,0.4725,0.1843,0.74,0.4713,0.2054,0.346
ukiyo-e,True,AI_SD_ukiyo-e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_ukiyo-e/9-959396278-526335.jpg,5.0,95.0,original-aesthetic,8,0.1925,0.7441,0.7554,0.1178,0.8206,0.7077,0.1045,0.7765
ukiyo_e,False,ukiyo_e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/ukiyo_e/eishosai-choki_174.jpg,1.3,98.7,original-aesthetic,22,0.0858,0.4746,0.5565,0.1791,0.7869,0.5748,0.1713,0.5579
ukiyo-e,True,AI_SD_ukiyo-e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_ukiyo-e/9-984817356-242373.jpg,9.7,90.3,original-aesthetic,20,0.1927,0.6842,0.4211,0.0895,0.7973,0.5838,0.1551,0.5437
ukiyo_e,False,ukiyo_e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/ukiyo_e/adachi-ginko_3.jpg,1.0,99.0,original-aesthetic,15,0.8086,0.5365,0.5958,0.1482,0.8646,0.6941,0.2663,0.0
ukiyo_e,False,ukiyo_e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/ukiyo_e/chokosai-eisho_87.jpg,1.0,99.0,original-aesthetic,17,0.3987,0.6429,0.4183,0.0882,0.7662,0.6464,0.0822,0.4641
ukiyo_e,False,ukiyo_e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/ukiyo_e/chokosai-eisho_34.jpg,2.2,97.8,original-aesthetic,17,0.2761,0.5092,0.5196,0.2155,0.8337,0.7212,0.1578,0.3643
ukiyo-e,True,AI_SD_ukiyo-e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_ukiyo-e/9-982270693-939493.jpg,4.3,95.7,original-aesthetic,9,0.4476,0.5157,0.6147,0.1597,0.803,0.6199,0.1818,0.4831
ukiyo_e,False,ukiyo_e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/ukiyo_e/gigado-ashiyuki_11.jpg,0.5,99.5,original-aesthetic,14,0.1051,0.531,0.4427,0.1743,0.7957,0.5713,0.2272,0.5982
ukiyo_e,False,ukiyo_e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/ukiyo_e/adachi-ginko_86.jpg,0.9,99.1,original-aesthetic,32,0.2577,0.4188,0.5349,0.157,0.7912,0.5838,0.2069,0.2318
ukiyo_e,False,ukiyo_e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/ukiyo_e/adachi-ginko_219.jpg,2.8,97.2,original-aesthetic,30,0.5945,0.5243,0.4693,0.1969,0.8367,0.6455,0.254,0.0184
ukiyo_e,False,ukiyo_e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/ukiyo_e/adachi-ginko_183.jpg,2.0,98.0,original-aesthetic,6,0.0997,0.6934,0.242,0.0952,0.8036,0.7913,0.0811,0.8609
ukiyo_e,False,ukiyo_e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/ukiyo_e/eishosai-choki_149.jpg,0.5,99.5,original-aesthetic,12,0.6663,0.5254,0.5997,0.1563,0.8877,0.7518,0.2043,0.1857
ukiyo-e,True,AI_SD_ukiyo-e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_ukiyo-e/9-962334777-327454.jpg,5.5,94.5,original-aesthetic,16,0.3379,0.4737,0.5169,0.2053,0.8302,0.6746,0.1107,0.4901
ukiyo-e,True,AI_SD_ukiyo-e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_ukiyo-e/9-980270666-215373.jpg,5.5,94.5,original-aesthetic,21,0.323,0.2905,0.4072,0.0854,0.7256,0.48,0.2538,0.576
ukiyo_e,False,ukiyo_e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/ukiyo_e/gigado-ashiyuki_113.jpg,2.6,97.4,original-aesthetic,21,0.079,0.6854,0.5589,0.1094,0.8105,0.6564,0.1457,0.708
ukiyo-e,True,AI_SD_ukiyo-e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_ukiyo-e/9-993213410-870399.jpg,3.6,96.4,original-aesthetic,23,0.6055,0.5576,0.5136,0.188,0.7784,0.5171,0.1414,0.1019
ukiyo_e,False,ukiyo_e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/ukiyo_e/adachi-ginko_286.jpg,1.3,98.7,original-aesthetic,14,0.0873,0.7871,0.3372,0.1205,0.8033,0.6021,0.1608,0.869
ukiyo-e,True,AI_SD_ukiyo-e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_ukiyo-e/9-991742213-922547.jpg,5.0,95.0,original-aesthetic,21,0.1661,0.5825,0.3955,0.1046,0.7657,0.5569,0.1275,0.6334
ukiyo-e,True,AI_SD_ukiyo-e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_ukiyo-e/9-993276816-113534.jpg,16.9,83.1,original-aesthetic,19,0.2324,0.4631,0.41,0.1507,0.6934,0.5238,0.1197,0.3711
ukiyo-e,True,AI_SD_ukiyo-e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_ukiyo-e/9-994703328-169041.jpg,29.2,70.8,original-aesthetic,16,0.175,0.7199,0.541,0.1365,0.8035,0.6189,0.1101,0.5367
ukiyo-e,True,AI_SD_ukiyo-e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_ukiyo-e/9-985667249-936135.jpg,14.5,85.5,original-aesthetic,8,0.32,0.436,0.3596,0.106,0.8056,0.6752,0.1211,0.5509
ukiyo-e,True,AI_SD_ukiyo-e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_ukiyo-e/9-984023626-310835.jpg,16.5,83.5,original-aesthetic,8,0.5488,0.564,0.4177,0.1328,0.7642,0.5401,0.1249,0.1752
ukiyo-e,True,AI_SD_ukiyo-e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_ukiyo-e/9-998834727-213758.jpg,9.0,91.0,original-aesthetic,16,0.0769,0.5319,0.3828,0.1435,0.804,0.6409,0.1509,0.6625
ukiyo-e,True,AI_SD_ukiyo-e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_ukiyo-e/9-986424499-734950.jpg,8.9,91.1,original-aesthetic,14,0.1103,0.4012,0.4524,0.137,0.8327,0.6586,0.1013,0.7194
ukiyo_e,False,ukiyo_e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/ukiyo_e/eishosai-choki_44.jpg,2.5,97.5,original-aesthetic,18,0.3632,0.5238,0.6555,0.1433,0.856,0.696,0.1505,0.2984
ukiyo-e,True,AI_SD_ukiyo-e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_ukiyo-e/9-995446556-59033.jpg,6.4,93.6,original-aesthetic,17,0.3103,0.5886,0.5896,0.1097,0.8409,0.6605,0.1438,0.4601
ukiyo_e,False,ukiyo_e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/ukiyo_e/eishosai-choki_38.jpg,1.3,98.7,original-aesthetic,14,0.1465,0.4503,0.5694,0.1521,0.7731,0.663,0.1227,0.5403
ukiyo-e,True,AI_SD_ukiyo-e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_ukiyo-e/9-99499576-233273.jpg,3.5,96.5,original-aesthetic,15,0.3198,0.644,0.6189,0.0529,0.8119,0.6452,0.1246,0.5222
ukiyo-e,True,AI_SD_ukiyo-e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_ukiyo-e/9-992945247-819553.jpg,5.2,94.8,original-aesthetic,27,0.0551,0.4149,0.4829,0.1703,0.7105,0.4888,0.1983,0.7686
ukiyo_e,False,ukiyo_e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/ukiyo_e/eishosai-choki_69.jpg,0.7,99.3,original-aesthetic,28,0.8398,0.4847,0.4797,0.2106,0.9541,0.932,0.0738,0.0
ukiyo-e,True,AI_SD_ukiyo-e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_ukiyo-e/9-989983393-852662.jpg,16.6,83.4,original-aesthetic,15,0.3601,0.4697,0.3176,0.1373,0.7635,0.595,0.1296,0.3666
ukiyo_e,False,ukiyo_e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/ukiyo_e/eishosai-choki_188.jpg,1.7,98.3,original-aesthetic,20,0.0986,0.6232,0.4106,0.0886,0.8676,0.78,0.1214,0.7698
ukiyo_e,False,ukiyo_e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/ukiyo_e/eishosai-choki_157.jpg,1.2,98.8,original-aesthetic,8,0.1218,0.4823,0.6726,0.1491,0.8161,0.666,0.1788,0.6297
ukiyo_e,False,ukiyo_e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/ukiyo_e/chokosai-eisho_46.jpg,6.5,93.5,original-aesthetic,19,0.2819,0.3865,0.562,0.1174,0.6934,0.5,0.1326,0.4652
ukiyo-e,True,AI_SD_ukiyo-e,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_ukiyo-e/9-996343276-786766.jpg,16.0,84.0,original-aesthetic,22,0.0863,0.5037,0.4347,0.1919,0.7735,0.5353,0.1646,0.6238
