style,is_ai_generated,source,path,ai_likeness_percent,originality_score,dominant_aesthetic,cv_region_count,cv_largest_region_area_ratio,cv_subject_centroid_x,cv_subject_centroid_y,cv_rule_of_thirds_offset,cv_symmetry_score,cv_symmetry_score_fuzzy_global,cv_edge_density,cv_negative_space_ratio,has_face
renaissance,False,renaissance,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/renaissance/albrecht-altdorfer_recover-the-body-of-st-sebastian-1516.jpg,12.6,87.4,original-aesthetic,11,0.3205,0.5213,0.6646,0.1454,0.7166,0.5209,0.1739,0.3304,False
renaissance,True,AI_SD_renaissance,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_renaissance/6-983936100-459482.jpg,21.2,78.8,original-aesthetic,24,0.0839,0.4625,0.5554,0.1704,0.7282,0.4957,0.1646,0.6088,True
renaissance,False,renaissance,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/renaissance/agnolo-bronzino_allegorical-portrait-of-dante-1530.jpg,22.8,77.2,original-aesthetic,17,0.2348,0.6357,0.5344,0.1359,0.6944,0.4918,0.0754,0.6226,False
renaissance,True,AI_SD_renaissance,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_renaissance/6-981281846-687793.jpg,16.2,83.8,original-aesthetic,15,0.6931,0.6089,0.4598,0.139,0.7066,0.4732,0.1611,0.1922,True
renaissance,True,AI_SD_renaissance,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_renaissance/6-988890267-159172.jpg,15.8,84.2,original-aesthetic,10,0.2291,0.5951,0.5341,0.1506,0.7287,0.5768,0.1501,0.5742,False
renaissance,True,AI_SD_renaissance,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_renaissance/6-989433305-859145.jpg,24.5,75.5,original-aesthetic,19,0.2268,0.4201,0.6689,0.0868,0.7139,0.477,0.1284,0.5149,True
renaissance,True,AI_SD_renaissance,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_renaissance/6-994893787-188212.jpg,11.4,88.6,original-aesthetic,19,0.2788,0.4667,0.5361,0.1867,0.7375,0.4874,0.1886,0.4281,True
renaissance,False,renaissance,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/renaissance/agnolo-bronzino_cosimo-de-medici.jpg,1.7,98.3,original-aesthetic,4,0.1372,0.289,0.5381,0.136,0.8772,0.7233,0.0248,0.8208,False
renaissance,True,AI_SD_renaissance,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_renaissance/6-999917593-188538.jpg,24.2,75.8,original-aesthetic,12,0.1816,0.382,0.5878,0.0927,0.7238,0.5604,0.1052,0.6165,False
renaissance,True,AI_SD_renaissance,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_renaissance/6-982821263-701261.jpg,27.1,72.9,original-aesthetic,17,0.0988,0.5648,0.5332,0.1679,0.7134,0.4759,0.1801,0.6291,False
renaissance,False,renaissance,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/renaissance/agnolo-bronzino_stigmatization-of-st-francis.jpg,26.5,73.5,original-aesthetic,15,0.3929,0.4838,0.514,0.2143,0.7825,0.5472,0.2423,0.0,False
renaissance,False,renaissance,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/renaissance/agnolo-bronzino_adoration-of-the-shepherds.jpg,37.3,62.7,original-aesthetic,13,0.1319,0.5169,0.5625,0.1824,0.7935,0.59,0.1171,0.5909,False
renaissance,False,renaissance,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/renaissance/agnolo-bronzino_deposition-from-the-cross-1545.jpg,21.2,78.8,original-aesthetic,23,0.2161,0.5088,0.5683,0.186,0.7542,0.5209,0.1982,0.235,False
renaissance,False,renaissance,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/renaissance/agnolo-bronzino_portrait-of-pope-clement-vii.jpg,10.8,89.2,original-aesthetic,8,0.2403,0.6183,0.3817,0.0684,0.8301,0.6762,0.0613,0.6819,False
renaissance,True,AI_SD_renaissance,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_renaissance/6-994275182-249512.jpg,23.8,76.2,original-aesthetic,16,0.3397,0.4553,0.3488,0.123,0.7382,0.5429,0.1147,0.3934,True
renaissance,False,renaissance,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/renaissance/albrecht-altdorfer_landscape-with-a-footbridge.jpg,50.0,50.0,ai-aesthetic,7,0.132,0.4494,0.6737,0.1163,0.8742,0.7773,0.0581,0.8225,False
renaissance,True,AI_SD_renaissance,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_renaissance/6-991352132-182007.jpg,30.0,70.0,original-aesthetic,25,0.1514,0.4825,0.4663,0.1998,0.756,0.4764,0.2151,0.4868,True
renaissance,False,renaissance,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/renaissance/albrecht-altdorfer_communion-of-the-apostles-1518.jpg,10.3,89.7,original-aesthetic,17,0.1457,0.4978,0.5728,0.1894,0.6795,0.5016,0.2129,0.4631,False
renaissance,False,renaissance,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/renaissance/agnolo-bronzino_bronzino-eleonora-di-toledo-col-figlio-giovanni-1545.jpg,23.4,76.6,original-aesthetic,3,0.4149,0.4207,0.5645,0.1344,0.8484,0.6924,0.1239,0.2306,True
renaissance,True,AI_SD_renaissance,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_renaissance/6-994275182-289618.jpg,27.4,72.6,original-aesthetic,14,0.1944,0.4439,0.4482,0.1594,0.752,0.5484,0.1329,0.5009,False
renaissance,True,AI_SD_renaissance,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_renaissance/6-976869038-662452.jpg,15.0,85.0,original-aesthetic,16,0.381,0.3829,0.4784,0.1533,0.8006,0.5678,0.2059,0.5385,False
renaissance,False,renaissance,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/renaissance/albrecht-altdorfer_nativity-1525.jpg,14.8,85.2,original-aesthetic,12,0.1527,0.4509,0.7038,0.1233,0.8894,0.7665,0.0959,0.7102,False
renaissance,True,AI_SD_renaissance,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_renaissance/6-99137915-224554.jpg,5.2,94.8,original-aesthetic,12,0.281,0.4741,0.4856,0.2073,0.6954,0.4227,0.1324,0.5015,True
renaissance,True,AI_SD_renaissance,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_renaissance/6-994842844-285604.jpg,10.7,89.3,original-aesthetic,18,0.2933,0.5692,0.3774,0.107,0.7374,0.5222,0.1536,0.5733,False
renaissance,False,renaissance,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/renaissance/agnolo-bronzino_st-mark.jpg,16.7,83.3,original-aesthetic,15,0.4146,0.4507,0.6076,0.1314,0.8496,0.6488,0.1294,0.2274,True
renaissance,True,AI_SD_renaissance,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_renaissance/6-997981540-761044.jpg,10.2,89.8,original-aesthetic,11,0.582,0.4054,0.5519,0.1355,0.7133,0.473,0.13,0.0171,True
renaissance,False,renaissance,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/renaissance/adam-van-noort_mary-and-the-christ-child-with-john-the-baptist.jpg,11.1,88.9,original-aesthetic,21,0.25,0.5634,0.5891,0.1291,0.8632,0.7569,0.0729,0.3426,True
renaissance,True,AI_SD_renaissance,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_renaissance/6-995657175-929269.jpg,14.2,85.8,original-aesthetic,20,0.1789,0.5046,0.4568,0.2037,0.7236,0.4681,0.1839,0.4664,True
renaissance,True,AI_SD_renaissance,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_renaissance/6-982882325-448553.jpg,23.7,76.3,original-aesthetic,20,0.1102,0.3964,0.4147,0.103,0.6922,0.4908,0.155,0.5961,True
renaissance,False,renaissance,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/renaissance/albrecht-altdorfer_danube-landscape-near-regensburg-with-the-scarecrow-hill.jpg,90.8,9.2,ai-aesthetic,13,0.2567,0.5441,0.7675,0.1587,0.8246,0.686,0.1353,0.6136,False
renaissance,False,renaissance,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/renaissance/agnolo-bronzino_deposition-from-the-cross-1565.jpg,9.0,91.0,original-aesthetic,15,0.1571,0.4548,0.6362,0.1253,0.7858,0.6406,0.1056,0.5225,False
renaissance,False,renaissance,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/renaissance/agnolo-bronzino_portrait-of-cosimo-i-de-medici-1545.jpg,14.1,85.9,original-aesthetic,9,0.1168,0.4845,0.6334,0.1547,0.8714,0.8205,0.0518,0.7272,True
renaissance,True,AI_SD_renaissance,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_renaissance/6-997981540-404110.jpg,55.4,44.6,ai-aesthetic,17,0.444,0.4746,0.7445,0.1613,0.8075,0.6519,0.1709,0.5327,True
renaissance,False,renaissance,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/renaissance/adam-van-noort_the-preaching-of-john-the-baptist-1601.jpg,20.0,80.0,original-aesthetic,23,0.1931,0.4134,0.6099,0.0981,0.8334,0.6326,0.1396,0.5966,True
renaissance,False,renaissance,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/renaissance/adam-van-noort_minerva-teaches-pictura-1598.jpg,2.5,97.5,original-aesthetic,15,0.6345,0.4692,0.5603,0.1725,0.8376,0.6468,0.1578,0.3101,False
renaissance,False,renaissance,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/renaissance/albrecht-altdorfer_martyrdom-of-st-sebastian-1516.jpg,10.9,89.1,original-aesthetic,17,0.0806,0.4844,0.589,0.1698,0.7778,0.5609,0.1747,0.6107,False
renaissance,True,AI_SD_renaissance,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_renaissance/6-99031664-499913.jpg,21.8,78.2,original-aesthetic,19,0.1879,0.4477,0.495,0.1981,0.7472,0.5433,0.1605,0.5159,False
renaissance,False,renaissance,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/renaissance/albrecht-altdorfer_holy-family-with-an-angel-1515.jpg,6.3,93.7,original-aesthetic,19,0.3929,0.5064,0.4683,0.2095,0.7584,0.4849,0.2269,0.2996,True
renaissance,False,renaissance,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/renaissance/agnolo-bronzino_pietro-de-medici-1.jpg,3.7,96.3,original-aesthetic,12,0.1627,0.6122,0.7091,0.069,0.813,0.715,0.0775,0.6173,True
renaissance,True,AI_SD_renaissance,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_renaissance/6-973085373-439616.jpg,29.9,70.1,original-aesthetic,17,0.2803,0.3634,0.488,0.1576,0.7585,0.5622,0.1496,0.51,True
renaissance,False,renaissance,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/renaissance/albrecht-altdorfer_passion-of-christ-3.jpg,14.3,85.7,original-aesthetic,14,0.1999,0.5422,0.6441,0.1265,0.8296,0.6598,0.2029,0.4553,False
renaissance,False,renaissance,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/renaissance/albrecht-altdorfer_emperor-maximilian-triumphal-1515.jpg,1.6,98.4,original-aesthetic,25,0.1983,0.4265,0.4711,0.1664,0.7866,0.585,0.2172,0.3904,False
renaissance,True,AI_SD_renaissance,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_renaissance/6-964486264-618557.jpg,15.2,84.8,original-aesthetic,20,0.3733,0.4617,0.3966,0.1431,0.7014,0.4492,0.1398,0.2125,True
renaissance,True,AI_SD_renaissance,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_renaissance/6-972754384-564234.jpg,15.6,84.4,original-aesthetic,18,0.1833,0.4467,0.4807,0.1859,0.7043,0.4518,0.1357,0.2446,True
renaissance,True,AI_SD_renaissance,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_renaissance/6-960741077-786607.jpg,10.3,89.7,original-aesthetic,15,0.2161,0.4589,0.3785,0.1334,0.7291,0.479,0.1656,0.3469,True
renaissance,False,renaissance,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/renaissance/agnolo-bronzino_the-israelites-crossing-the-red-sea.jpg,22.4,77.6,original-aesthetic,27,0.5548,0.6213,0.5121,0.1611,0.7796,0.5292,0.2368,0.2013,False
renaissance,False,renaissance,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/renaissance/albrecht-altdorfer_penitent-st-jerome-1507.jpg,3.1,96.9,original-aesthetic,17,0.4524,0.3728,0.5608,0.113,0.7827,0.5558,0.2596,0.4023,False
renaissance,True,AI_SD_renaissance,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_renaissance/6-99031664-415206.jpg,27.7,72.3,original-aesthetic,19,0.1462,0.5984,0.6179,0.084,0.6684,0.4534,0.1859,0.6267,True
renaissance,True,AI_SD_renaissance,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_renaissance/6-994842844-482681.jpg,12.8,87.2,original-aesthetic,19,0.1105,0.4887,0.4626,0.2021,0.7577,0.5491,0.2267,0.6132,True
renaissance,True,AI_SD_renaissance,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_renaissance/6-994842844-349784.jpg,22.1,77.9,original-aesthetic,16,0.1133,0.3579,0.4552,0.1243,0.7284,0.5289,0.1523,0.7298,True
renaissance,False,renaissance,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/renaissance/adam-van-noort_mary-with-child.jpg,16.0,84.0,original-aesthetic,9,0.7576,0.5544,0.5216,0.1835,0.8919,0.7537,0.0828,0.1916,False
renaissance,False,renaissance,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/renaissance/agnolo-bronzino_the-panciatichi-holy-family-1540.jpg,19.6,80.4,original-aesthetic,12,0.2238,0.4776,0.6796,0.1448,0.7388,0.527,0.1114,0.5629,True
renaissance,True,AI_SD_renaissance,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_renaissance/6-986319752-690271.jpg,18.6,81.4,original-aesthetic,17,0.3642,0.5074,0.5444,0.2008,0.7335,0.5172,0.1364,0.2813,True
renaissance,False,renaissance,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/renaissance/agnolo-bronzino_scenes-of-allegories-of-the-cardinal-virtues-1.jpg,5.2,94.8,original-aesthetic,19,1.0,0.4853,0.5126,0.2164,0.8195,0.5789,0.2223,0.0,False
renaissance,False,renaissance,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/renaissance/agnolo-bronzino_portrait-of-a-sculptor.jpg,6.8,93.2,original-aesthetic,4,0.1406,0.3061,0.522,0.1472,0.8389,0.7347,0.0426,0.7451,True
renaissance,True,AI_SD_renaissance,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_renaissance/6-990067606-543350.jpg,22.7,77.3,original-aesthetic,20,0.3343,0.4795,0.5844,0.1677,0.7254,0.4701,0.172,0.266,True
renaissance,False,renaissance,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/renaissance/agnolo-bronzino_portrait-of-bia-de-medici-1542.jpg,27.1,72.9,original-aesthetic,6,0.3881,0.4664,0.6798,0.1337,0.8019,0.6252,0.102,0.4146,True
renaissance,True,AI_SD_renaissance,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_renaissance/6-971255225-592961.jpg,23.6,76.4,original-aesthetic,16,0.5249,0.4537,0.5861,0.1448,0.7453,0.5373,0.1863,0.3359,True
renaissance,False,renaissance,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/renaissance/agnolo-bronzino_st-matthew.jpg,19.4,80.6,original-aesthetic,17,0.2003,0.546,0.5588,0.1619,0.8189,0.5997,0.1342,0.2327,True
renaissance,True,AI_SD_renaissance,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_renaissance/6-989926101-117900.jpg,10.9,89.1,original-aesthetic,12,0.7943,0.4473,0.478,0.1842,0.7291,0.5271,0.1176,0.0296,True
renaissance,False,renaissance,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/renaissance/albrecht-altdorfer_birth-of-mary.jpg,24.7,75.3,original-aesthetic,22,0.088,0.6019,0.4787,0.1592,0.8436,0.6891,0.1563,0.5997,False
renaissance,False,renaissance,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/renaissance/agnolo-bronzino_portrait-of-cosimo-i-de-medici-1545-1.jpg,16.5,83.5,original-aesthetic,10,0.2166,0.5528,0.6587,0.1142,0.8418,0.7559,0.0704,0.6183,True
renaissance,True,AI_SD_renaissance,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_renaissance/6-98540125-105212.jpg,8.9,91.1,original-aesthetic,17,0.2738,0.568,0.3649,0.1036,0.7065,0.5118,0.1414,0.4781,True
renaissance,True,AI_SD_renaissance,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_renaissance/6-994246359-834110.jpg,15.0,85.0,original-aesthetic,22,0.319,0.4707,0.5732,0.1661,0.7423,0.506,0.1994,0.4345,True
renaissance,True,AI_SD_renaissance,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_renaissance/6-982328043-22900.jpg,26.9,73.1,original-aesthetic,19,0.1625,0.478,0.7007,0.1486,0.7534,0.5617,0.1764,0.5385,False
renaissance,False,renaissance,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/renaissance/agnolo-bronzino_portrait-of-the-grand-duke-cosimo-i-de-medici.jpg,18.9,81.1,original-aesthetic,9,0.0828,0.4707,0.5679,0.1692,0.8059,0.6212,0.0717,0.8272,True
renaissance,False,renaissance,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/renaissance/adam-van-noort_lady-godiva-1586.jpg,12.9,87.1,original-aesthetic,11,0.2168,0.4608,0.4571,0.1777,0.852,0.7011,0.0788,0.7281,False
renaissance,False,renaissance,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/renaissance/agnolo-bronzino_portrait-of-a-young-man-with-book.jpg,19.6,80.4,original-aesthetic,8,0.0519,0.4744,0.4437,0.1791,0.8267,0.7341,0.0582,0.8601,True
renaissance,True,AI_SD_renaissance,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_renaissance/6-997403782-15669.jpg,19.6,80.4,original-aesthetic,18,0.2206,0.56,0.5523,0.1564,0.7249,0.5357,0.1306,0.4513,True
renaissance,False,renaissance,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/renaissance/adam-van-noort_christ-blessing-the-little-children-1600.jpg,29.7,70.3,original-aesthetic,18,0.2435,0.5507,0.6249,0.1232,0.8478,0.6932,0.0959,0.6166,False
renaissance,False,renaissance,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/renaissance/albrecht-altdorfer_passion-of-christ-1.jpg,22.7,77.3,original-aesthetic,19,0.0958,0.5876,0.4798,0.1664,0.7465,0.5604,0.2194,0.711,False
renaissance,True,AI_SD_renaissance,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_renaissance/6-990067606-474199.jpg,29.2,70.8,original-aesthetic,22,0.1134,0.5129,0.5929,0.1706,0.7202,0.4416,0.2057,0.4721,True
renaissance,True,AI_SD_renaissance,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_renaissance/6-976994845-12874.jpg,38.7,61.3,original-aesthetic,20,0.1696,0.4765,0.5712,0.1721,0.6936,0.504,0.1467,0.5005,False
renaissance,True,AI_SD_renaissance,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_renaissance/6-994893787-700302.jpg,25.6,74.4,original-aesthetic,16,0.2509,0.559,0.6102,0.1216,0.7632,0.5814,0.1149,0.4354,True
renaissance,False,renaissance,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/renaissance/albrecht-altdorfer_diptych-1507.jpg,22.2,77.8,original-aesthetic,20,0.145,0.5672,0.4461,0.1504,0.8365,0.687,0.1644,0.566,False
renaissance,False,renaissance,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/renaissance/agnolo-bronzino_study-for-a-resurrection.jpg,0.3,99.7,original-aesthetic,27,0.3115,0.252,0.4889,0.1756,0.9347,0.9009,0.0492,0.5782,True
renaissance,False,renaissance,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/renaissance/agnolo-bronzino_scenes-of-allegories-of-the-cardinal-virtues.jpg,16.5,83.5,original-aesthetic,17,0.6562,0.4747,0.5306,0.1962,0.8418,0.6265,0.1932,0.1453,False
renaissance,True,AI_SD_renaissance,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_renaissance/6-997403782-72900.jpg,27.9,72.1,original-aesthetic,20,0.3367,0.4918,0.4251,0.1831,0.7853,0.5537,0.1349,0.4934,True
renaissance,True,AI_SD_renaissance,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_renaissance/6-9809509-539023.jpg,20.8,79.2,original-aesthetic,11,0.2902,0.5138,0.5888,0.1715,0.8347,0.678,0.0747,0.5715,True
renaissance,False,renaissance,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/renaissance/agnolo-bronzino_portrait-of-lorenzo-the-magnificent.jpg,6.2,93.8,original-aesthetic,11,0.2482,0.3807,0.597,0.0843,0.8971,0.7966,0.0348,0.6967,True
renaissance,True,AI_SD_renaissance,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_renaissance/6-977656607-451966.jpg,27.5,72.5,original-aesthetic,13,0.1814,0.5496,0.594,0.1378,0.7213,0.5019,0.167,0.5021,True
renaissance,False,renaissance,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/renaissance/agnolo-bronzino_holy-family-with-st-anne-and-the-infant-st-john-the-baptist-1550.jpg,8.2,91.8,original-aesthetic,16,0.2192,0.4139,0.5504,0.1415,0.7711,0.5144,0.1621,0.3479,True
renaissance,True,AI_SD_renaissance,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_renaissance/6-983975036-580201.jpg,20.3,79.7,original-aesthetic,24,0.2623,0.4956,0.4012,0.1759,0.7321,0.4995,0.1503,0.4595,True
renaissance,True,AI_SD_renaissance,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_renaissance/6-997417807-43864.jpg,20.7,79.3,original-aesthetic,13,0.2235,0.5568,0.5633,0.1508,0.7052,0.5219,0.1329,0.3912,True
renaissance,False,renaissance,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/renaissance/albrecht-altdorfer_lot-and-his-daughter-1537.jpg,12.1,87.9,original-aesthetic,17,0.1219,0.425,0.4564,0.1535,0.7766,0.625,0.1121,0.6988,False
renaissance,False,renaissance,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/renaissance/agnolo-bronzino_garcia-de-medici.jpg,4.7,95.3,original-aesthetic,8,0.0912,0.4363,0.6543,0.1038,0.8733,0.775,0.0529,0.7917,True
renaissance,True,AI_SD_renaissance,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_renaissance/6-977498848-778125.jpg,10.1,89.9,original-aesthetic,21,0.158,0.4725,0.5267,0.1974,0.7584,0.4964,0.1316,0.3588,True
renaissance,True,AI_SD_renaissance,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_renaissance/6-987226547-764486.jpg,33.1,66.9,original-aesthetic,10,0.5034,0.4326,0.5579,0.1473,0.7712,0.588,0.1367,0.2953,True
renaissance,False,renaissance,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/renaissance/agnolo-bronzino_portrait-of-laudomia-de-medici.jpg,16.9,83.1,original-aesthetic,6,0.188,0.4902,0.3609,0.1593,0.8906,0.8324,0.0608,0.7878,True
renaissance,True,AI_SD_renaissance,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_renaissance/6-991352132-48262.jpg,26.5,73.5,original-aesthetic,30,0.2462,0.3488,0.4907,0.1581,0.7916,0.5485,0.1588,0.5503,True
renaissance,True,AI_SD_renaissance,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_renaissance/6-989433305-559643.jpg,16.9,83.1,original-aesthetic,13,0.333,0.5078,0.6372,0.1615,0.7245,0.4984,0.1228,0.58,False
renaissance,True,AI_SD_renaissance,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_renaissance/6-983814041-905075.jpg,14.7,85.3,original-aesthetic,27,0.122,0.4086,0.5759,0.118,0.6856,0.4867,0.111,0.6822,True
renaissance,True,AI_SD_renaissance,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_renaissance/6-972154198-572746.jpg,39.7,60.3,original-aesthetic,14,1.0,0.4923,0.5066,0.2256,0.7421,0.505,0.2036,0.0,True
renaissance,True,AI_SD_renaissance,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_renaissance/6-991352132-228119.jpg,15.8,84.2,original-aesthetic,15,0.1588,0.4624,0.5432,0.1786,0.7715,0.5654,0.1283,0.5138,True
renaissance,True,AI_SD_renaissance,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_renaissance/6-994842844-453971.jpg,21.8,78.2,original-aesthetic,15,0.5173,0.4271,0.4755,0.1703,0.7342,0.4924,0.1549,0.2363,True
renaissance,False,renaissance,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/renaissance/agnolo-bronzino_portrait-of-nano-morgante-1552.jpg,11.9,88.1,original-aesthetic,14,0.0803,0.3969,0.3478,0.0652,0.869,0.7261,0.0412,0.8165,True
renaissance,True,AI_SD_renaissance,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_renaissance/6-982882325-891241.jpg,26.2,73.8,original-aesthetic,10,0.1962,0.4958,0.4087,0.1791,0.7426,0.5198,0.1576,0.5849,True
renaissance,True,AI_SD_renaissance,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_renaissance/6-99031664-913321.jpg,28.7,71.3,original-aesthetic,17,0.1916,0.4847,0.5555,0.1878,0.6905,0.5329,0.1558,0.5727,True
renaissance,True,AI_SD_renaissance,/data/peter/aiart/data/Real_AI_SD_LD_Dataset/train/AI_SD_renaissance/6-997981540-338736.jpg,25.9,74.1,original-aesthetic,15,0.508,0.5276,0.6223,0.146,0.7187,0.4688,0.1947,0.247,True
